ID,Name,Equipment,BodyPart,Target,Synergist,URL
1498,Band Decline Sit-up,Band,Hips,Iliopsoas,"Quadriceps, Serratus Anterior, Tensor Fasciae Latae"
1499,Band Behind Neck Shoulder Press,Band,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers, Triceps Brachii"
1500,Band Upright Row (Under two feet),Band,Shoulders,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers"
1501,Band Side Plank Row with Partner,Band,Back,,
1502,Band Pushdown,Band,Upper Arms,,
1503,Band Pull Apart,Band,Shoulders,,
1504,Band Skull Crusher,Band,Upper Arms,,
1505,Band Calf Raise (Version 3),Band,Calves,,
1506,Band EZ Barbell Close-grip Curl,Band,Upper Arms,,
1507,Band Hip Flexion,Band,Hips,,
1508,Band Lateral Raise (Version 2),Band,Shoulders,,
1509,Barbell Bench Squat (With chains),Barbell,Thighs,,
1510,Crossover Reverse Lunge,Body weight,Thighs,,
1511,Hamstring Stretch,Body weight,Thighs,,
1512,All Fours Squad Stretch,Body weight,Thighs,,
1513,Band Good Morning,Band,Hips,,
1514,Barbell Quarter Squat,Barbell,Thighs,,
1515,Barbell Clean Deadlift,Barbell,Thighs,,
1516,Barbell Clean From Blocks,Barbell,Weightlifting,,
1517,Barbell Clean Pull,Barbell,Weightlifting,,
1518,Barbell Decline Bench Lunge,Barbell,Thighs,,
1519,Smith Good Morning Off Pins,Smith machine,Hips,,
1520,Barbell Hang Clean,Barbell,Weightlifting,,
1521,Barbell Hang Clean Below the Knees,Barbell,Weightlifting,,
1522,Barbell Hang Snatch,Barbell,Weightlifting,,
1523,Barbell Hang Snatch Below the Knees,Barbell,Weightlifting,,
1524,Barbell Heaving Snatch Balance,Barbell,Weightlifting,,
1525,Barbell Jerk Dip Squat,Barbell,Thighs,,
1526,Barbell Muscle Snatch,Barbell,Weightlifting,,
1527,Barbell Olympic Squat,Barbell,Thighs,,
1528,Barbell Power Clean from Blocks,Barbell,Weightlifting,,
1529,Barbell Power Jerk,Barbell,Weightlifting,,
1530,Barbell Power Snatch,Barbell,Weightlifting,,
1531,Barbell Power Snatch From Blocks,Barbell,Weightlifting,,
1532,Barbell Romanian Deadlift From Deficit,Barbell,Hips,,
1533,Barbell Snatch,Barbell,Weightlifting,,
1534,Barbell Snatch Balance,Barbell,Weightlifting,,
1535,Barbell Snatch Deadlift,Barbell,Thighs,,
1536,Barbell Snatch from Blocks,Barbell,Weightlifting,,
1537,Barbell Split Clean,Barbell,Weightlifting,,
1538,Barbell Split Jerk,Barbell,Weightlifting,,
1539,Barbell Split Jump,Barbell,Plyometrics,,
1540,Barbell Squat to Shoulder Press,Barbell,Thighs,,
1541,Barbell Squat to Upright Row,Barbell,Thighs,,
1542,Barbell Stiff Leg Deadlift on Bench,Barbell,Hips,,
1543,Barbell Stiff Legged Deadlift,Barbell,Hips,"Erector Spinae, Gluteus Maximus",Hamstrings
1544,Barbell Wide Stance Stiff Leg Deadlift,Barbell,Hips,,
1545,Barbell full Zercher Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
1546,Bodyweight Wall Squat,Body weight,Thighs,,
1547,Cable Standing Leg Curl,Cable,Thighs,,
1548,Chair Leg Extended Stretch,Body weight,Thighs,,
1549,Double Leg Butt Kick,Body weight,Plyometrics,,
1550,Dumbbell Bench One Leg Squat,Dumbbell,Thighs,,
1551,Dumbbell Decline Bench Lunge,Dumbbell,Thighs,,
1552,Dumbbell Jumping Squat,Dumbbell,Plyometrics,,
1553,Dumbbell Lateral Lunge with Bicep Curl,Dumbbell,Thighs,,
1554,Dumbbell Split Jump,Dumbbell,Plyometrics,,
1555,Dumbbell Squat,Dumbbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
1556,Dumbbell Stiff Leg Deadlift on Bench,Dumbbell,Hips,,
1557,Dumbbell Walking Lunges,Dumbbell,Thighs,,
1558,Dumbbell Wall Squat,Dumbbell,Thighs,,
1559,Exercise Ball Hip Flexor Stretch,Stability ball,Thighs,,
1560,Exercise Ball Seated Hamstring Stretch,Stability ball,Thighs,,
1561,Exercise Ball Seated Quad Stretch,Stability ball,Thighs,,
1562,Exercise Ball Wall Squat,Stability ball,Thighs,,
1563,Front Back Leg Raises,Body weight,Hips,,
1564,Intermediate Hip Flexor and Quad Stretch,Rope,Thighs,,
1565,Kettlebell Dead Clean,Kettlebell,Weightlifting,,
1566,Kettlebell One Arm Overhead Squat,Kettlebell,Thighs,,
1567,Kettlebell Open Palm Clean,Kettlebell,Weightlifting,,
1568,Kettlebell One Arm Swing,Kettlebell,Weightlifting,,
1569,Kettlebell One Legged Deadlift,Kettlebell,Hips,,
1570,Knee Tuck Jump,Body weight,Plyometrics,,
1571,Lever One Leg Extension,Leverage machine,Thighs,,
1572,Lever Seated One Leg Wide Squat,Leverage machine,Thighs,,
1573,Lever Seated One Leg Squat,Leverage machine,Thighs,,
1574,Lever Seated Wide Squat,Leverage machine,Thighs,,
1575,Sled 45ø Narrow Stance Leg Press,Sled machine,Thighs,,
1576,Leg Up Hamstring Stretch,Body weight,Thighs,,
1577,Lying Hip Flexor,Body weight,Thighs,,
1578,One Leg Quarter Squat,Body weight,Thighs,,
1579,Sled One Leg Hack Squat,Sled machine,Thighs,,
1580,Prisoner Squat,Body weight,Thighs,,
1581,Bodyweight Rear Lunge,Body weight,Thighs,,
1582,Reclining Big Toe Pose with Rope,Rope,Thighs,,
1583,Sled Reverse Hack Squat,Sled machine,Thighs,,
1584,Rocket Jump,Body weight,Thighs,,
1585,Runners Stretch,Body weight,Thighs,,
1586,Lever Seated One Leg Curl,Leverage machine,Thighs,,
1587,Seated Wide Angle Pose Sequence,Body weight,Thighs,,
1588,Side to Side Box Shuffle,Body weight,Plyometrics,,
1589,Single Leg Butt Kick,Body weight,Plyometrics,,
1590,Lever Lying Single Leg Curl,Leverage machine,Thighs,,
1591,Single Leg Push Off,Body weight,Thighs,,
1592,Single Leg Stride Jump,Body weight,Plyometrics,,
1593,Sit Squat,Body weight,Thighs,,
1594,Smith Frankenstein Squat,Smith machine,Thighs,,
1595,Smith Front Squat,Smith machine,Thighs,,
1596,Smith Squat to Bench,Smith machine,Thighs,,
1597,Smith Stiff Legged Deadlift,Smith machine,Hips,,
1598,Smith Zercher Squat,Smith machine,Thighs,,
1599,Standing Hamstring and Calf Stretch with Strap,Rope,Thighs,,
1600,Standing Long Jump,Body weight,Plyometrics,,
1601,Standing Straight Leg Hamstring Contract Relax on Exercise Ball,Stability ball,Thighs,,
1602,Transverse Step Up,Body weight,Thighs,,
1603,Weighted Exercise Ball Wall Squat,Weighted,Thighs,,
1604,World Greatest Stretch,Body weight,Thighs,,
1605,Cable Triceps Pushdown (SZ-bar),Cable,Upper Arms,,
1606,Cable Reverse Grip Triceps Pushdown (SZ-bar),Cable,Upper Arms,,
1607,Cable Biceps Curl (SZ-bar),Cable,Upper Arms,,
1608,Cable Reverse Grip Biceps Curl (SZ-bar),Cable,Upper Arms,,
1609,Cable One Arm Side Triceps Pushdown,Cable,Upper Arms,,
1610,Barbell Behind Back Finger Curl,Barbell,Forearms,,
1611,Dumbbell Behind Back Finger Curl,Dumbbell,Forearms,,
1612,Swimmer,Body weight,Hips,,
1613,Alternate Leg Raise,Body weight,Hips,Iliopsoas,"Adductor Brevis, Adductor Longus, Adductor Magnus, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae"
1614,Lever Preacher Curl (version 2),Leverage machine,Upper Arms,,
1615,Lever Hammer Grip Preacher Curl,Leverage machine,Upper Arms,,
1616,Lever Reverse Grip Preacher Curl,Leverage machine,Upper Arms,,
1617,Dumbbell Decline One Arm Hammer Press,Dumbbell,Upper Arms,,
1618,Dumbbell Incline Hammer Press on Exercise Ball,Dumbbell,Upper Arms,,
1619,Dumbbell Incline One Arm Hammer Press,Dumbbell,Upper Arms,,
1620,Dumbbell Incline One Arm Hammer Press on Exercise Ball,Dumbbell,Upper Arms,,
1621,Dumbbell One Arm Hammer Press on Exercise Ball,Dumbbell,Upper Arms,,
1622,Dumbbell One Arm Reverse Grip Press,Dumbbell,Chest,,
1623,Dumbbell Palms In Incline Bench Press,Dumbbell,Upper Arms,,
1624,Dumbbell Reverse Bench Press,Dumbbell,Chest,,
1625,Smith Machine Decline Close Grip Bench Press,Smith machine,Upper Arms,,
1626,Smith Machine Reverse Decline Close Grip Bench Press,Smith machine,Chest,,
1627,EZ Barbell Close Grip Preacher Curl,EZ Barbell,Upper Arms,,
1628,EZ Barbell Spider Curl,EZ Barbell,Upper Arms,,
1629,Barbell Standing Wide Grip Biceps Curl,Barbell,Upper Arms,Biceps Brachii,Brachialis
1630,Cable Close Grip Curl,Cable,Upper Arms,,
1631,Cable Concentration Curl,Cable,Upper Arms,,
1632,Cable Drag Curl,Cable,Upper Arms,,
1633,Cable One Arm Preacher Curl,Cable,Upper Arms,,
1634,Cable Lying Bicep Curl,Cable,Upper Arms,,
1635,Cable One Arm Reverse Preacher Curl,Cable,Upper Arms,,
1636,Cable Overhead Curl,Cable,Upper Arms,,
1637,Cable Overhead Curl on Exercise Ball,Cable,Upper Arms,,
1638,Cable Pulldown Bicep Curl,Cable,Upper Arms,,
1639,Cable Rope Hammer Preacher Curl,Cable,Upper Arms,,
1640,Cable Rope One Arm Hammer Preacher Curl,Cable,Upper Arms,,
1641,Cable Seated Curl,Cable,Upper Arms,,
1642,Cable Seated One Arm Concentration Curl,Cable,Upper Arms,,
1643,Cable Seated Overhead Curl,Cable,Upper Arms,,
1644,Cable Squatting Curl,Cable,Upper Arms,,
1645,Cable Two Arm Curl on Incline Bench,Cable,Upper Arms,,
1646,Dumbbell Alternate Hammer Preacher Curl,Dumbbell,Upper Arms,,
1647,Dumbbell Alternate Preacher Curl,Dumbbell,Upper Arms,,
1648,Dumbbell Alternate Seated Hammer Curl,Dumbbell,Upper Arms,,
1649,Dumbbell Alternating Bicep Curl with Leg Raised on Exercise Ball,Dumbbell,Upper Arms,,
1650,Dumbbell Alternating Seated Bicep Curl on Exercise Ball,Dumbbell,Upper Arms,,
1651,Dumbbell Bicep Curl Lunge with Bowling Motion,Dumbbell,Upper Arms,,
1652,Dumbbell Bicep Curl on Exercise Ball with Leg Raised,Dumbbell,Upper Arms,,
1653,Dumbbell Bicep Curl With Stork Stance,Dumbbell,Upper Arms,,
1654,Dumbbell Biceps Curl Reverse,Dumbbell,Upper Arms,,
1655,Dumbbell Biceps Curl Squat,Dumbbell,Upper Arms,,
1656,Dumbbell Biceps Curl V Sit on Bosu Ball,Dumbbell,Upper Arms,,
1657,Dumbbell Cross Body Hammer Curl (Version 2),Dumbbell,Upper Arms,,
1658,Dumbbell Lunge with Bicep Curl,Dumbbell,Upper Arms,,
1659,Dumbbell Hammer Curl on Exercise Ball,Dumbbell,Upper Arms,,
1660,Dumbbell Kneeling Bicep Curl Exercise Ball,Dumbbell,Upper Arms,,
1661,Dumbbell Lying Supine Biceps Curl,Dumbbell,Upper Arms,,
1662,Dumbbell Lying Wide Curl,Dumbbell,Upper Arms,,
1663,Dumbbell One Arm Hammer Preacher Curl,Dumbbell,Upper Arms,,
1664,Dumbbell High Curl,Dumbbell,Upper Arms,,
1665,Dumbbell One Arm Prone Curl,Dumbbell,Upper Arms,,
1666,Dumbbell One Arm Prone Hammer Curl,Dumbbell,Upper Arms,,
1667,Dumbbell One Arm Reverse Spider Curl,Dumbbell,Upper Arms,,
1668,Dumbbell One Arm Seated Bicep Curl on Exercise Ball,Dumbbell,Upper Arms,,
1669,Dumbbell One Arm Seated Hammer Curl,Dumbbell,Upper Arms,,
1670,Dumbbell One Arm Standing Curl,Dumbbell,Upper Arms,,
1671,Dumbbell One Arm Standing Hammer Curl,Dumbbell,Upper Arms,,
1672,Dumbbell One Arm Zottman Preacher Curl,Dumbbell,Upper Arms,,
1673,Dumbbell Preacher Curl over Exercise Ball,Dumbbell,Upper Arms,,
1674,Dumbbell Prone Incline Hammer Curl,Dumbbell,Upper Arms,,
1675,Dumbbell Reverse Spider Curl,Dumbbell,Upper Arms,,
1676,Dumbbell Seated Alternate Hammer Curl on Exercise Ball,Dumbbell,Upper Arms,,
1677,Dumbbell Seated Bicep Curl,Dumbbell,Upper Arms,,
1678,Dumbbell Seated Hammer Curl,Dumbbell,Upper Arms,,
1679,Dumbbell Seated One Arm Bicep Curl on Exercise Ball with Leg Raised,Dumbbell,Upper Arms,,
1680,Dumbbell Standing One Arm Curl Over Incline Bench,Dumbbell,Upper Arms,,
1681,Dumbbell Two Arm Seated Hammer Curl on Exercise Ball,Dumbbell,Forearms,Brachioradialis,"Biceps Brachii, Brachialis"
1682,EZ Bar Seated Close Grip Concentration Curl,EZ Barbell,Upper Arms,,
1683,Smith Machine Bicep Curl,Smith machine,Upper Arms,,
1684,Dumbbell Step Up Single Leg Balance with Bicep Curl,Dumbbell,Upper Arms,,
1685,Squat to Overhead Reach,Body weight,Plyometrics,,
1686,Squat to Overhead Reach with Twist,Body weight,Plyometrics,,
1687,Posterior Step to Overhead Reach,Body weight,Plyometrics,,
1688,Lunge with Twist,Body weight,Waist,,
1689,Push and Pull Bodyweight,Body weight,Chest,,
1690,Body fat measurement (male),,Full body,,
1691,Body fat measurement (female),,Full body,,
1692,Sagittal Plane Lunge With Overhead Medicine Ball Press,Medicine Ball,Thighs,,
1693,Medicine Ball Single Leg Deadlift,Medicine Ball,Hips,,
1694,Dumbbell Overhead Side Lunge,Dumbbell,Thighs,,
1695,Stability Ball Single Leg Squat,Stability ball,Thighs,,
1696,Transverse Plane Dumbbell Lunge,Dumbbell,Thighs,,
1697,Medicine Ball Reverse Wood Chop Squat,Medicine Ball,Waist,,
1698,Forward Hops,Body weight,Thighs,,
1699,Medicine Ball Rotational Throw,Medicine Ball,Waist,,
1700,Dumbbell Push Press,Dumbbell,Shoulders,,
1701,Medicine Ball Close Grip Push Up,Medicine Ball,Upper Arms,,
1702,Single Leg Foot Touch,Body weight,Hips,"Erector Spinae, Gluteus Maximus",Hamstrings
1703,Single Leg Transverse Bend,Body weight,Thighs,,
1704,Medicine Ball Single Leg Wood Chop,Medicine Ball,Waist,,
1705,Squat On Bosu Ball,Bosu ball,Thighs,,
1706,Stability Ball Front Plank,Stability ball,Waist,,
1707,Prone Twist On Stability Ball,Stability ball,Waist,,
1708,Assisted Lying Gastrocnemius Stretch,Assisted,Calves,,
1709,Assisted Lying Gluteus Maximus Stretch,Assisted,Hips,,
1710,Assisted Lying Gluteus And Piriformis Stretch,Assisted,Hips,,
1711,Assisted Oblique Glute Minimus And Medius Stretch,Assisted,Hips,,
1712,Assisted Side Lying Adductor Stretch,Assisted,Hips,,
1713,Assisted Prone Lying Quadriceps Stretch,Assisted,Thighs,,
1714,Assisted Prone Rectus Femoris Stretch,Assisted,Waist,,
1715,Assisted Oblique And Latissimus Dorsi Stretch On Stability Ball,Assisted,Back,,
1716,Assisted Seated Pectoralis Major Stretch With Stability Ball,Assisted,Chest,,
1717,Cable Squat Row (with rope attachment),Cable,Back,,
1718,Barbell Seated Close grip Behind Neck Triceps Extension,Barbell,Upper Arms,,
1719,Barbell Incline Close Grip Bench Press,Barbell,Upper Arms,,
1720,Barbell Lying Back of the Head Tricep Extension,Barbell,Upper Arms,,
1721,Barbell Reverse Grip Skullcrusher,Barbell,Upper Arms,,
1722,Cable High Pulley Overhead Tricep Extension,Cable,Upper Arms,,
1723,Cable One Arm Tricep Pushdown,Cable,Upper Arms,,
1724,Cable Rope High Pulley Overhead Tricep Extension,Cable,Upper Arms,,
1725,Cable Rope Incline Tricep Extension,Cable,Upper Arms,,
1726,Cable Rope Lying on Floor Tricep Extension,Cable,Upper Arms,,
1727,Cable Standing Reverse Grip One Arm Overhead Tricep Extension,Cable,Upper Arms,,
1728,Cable Two Arm Tricep Kickback,Cable,Upper Arms,,
1729,Dumbbell Lying Alternate Extension,Dumbbell,Upper Arms,,
1730,Dumbbell Seated Bent Over Alternate Kickback,Dumbbell,Upper Arms,,
1731,Dumbbell Close Grip Press,Dumbbell,Upper Arms,,
1732,Dumbbell Forward Lunge Triceps Extension,Dumbbell,Upper Arms,,
1733,Dumbbell Incline Two Arm Extension,Dumbbell,Upper Arms,,
1734,Dumbbell Kickbacks on Exercise Ball,Dumbbell,Upper Arms,,
1735,Dumbbell Lying Single Extension,Dumbbell,Upper Arms,,
1736,Dumbbell One Arm French Press on Exercise Ball,Dumbbell,Upper Arms,,
1737,Dumbbell Seated Bent Over Triceps Extension,Dumbbell,Upper Arms,,
1738,Dumbbell Seated Reverse Grip One Arm Overhead Tricep Extension,Dumbbell,Upper Arms,,
1739,Dumbbell Standing Alternating Tricep Kickback,Dumbbell,Upper Arms,,
1740,Dumbbell Standing Bent Over One Arm Triceps Extension,Dumbbell,Upper Arms,,
1741,Dumbbell Standing Bent Over Two Arm Triceps Extension,Dumbbell,Upper Arms,,
1742,Dumbbell Tricep Kickback With Stork Stance,Dumbbell,Upper Arms,,
1743,Dumbbell Twisting Bench Press,Dumbbell,Upper Arms,,
1744,Exercise Ball Dip,Stability ball,Upper Arms,,
1745,Exercise Ball Seated Triceps Stretch,Stability ball,Upper Arms,,
1746,Exercise Ball Supine Triceps Extension,Dumbbell,Upper Arms,,
1747,EZ Bar French Press on Exercise Ball,EZ Barbell,Upper Arms,,
1748,EZ Bar Lying Close Grip Triceps Extension Behind Head,EZ Barbell,Upper Arms,,
1749,EZ Bar Standing French Press,EZ Barbell,Upper Arms,,
1750,Medicine Ball Supine Chest Throw,Medicine Ball,Upper Arms,,
1751,Barbell Pin Presses,Barbell,Upper Arms,,
1752,Smith Machine Incline Tricep Extension,Smith machine,Upper Arms,,
1753,Three Bench Dip,Body weight,Upper Arms,,
1754,Weighted Three Bench Dips,Weighted,Upper Arms,,
1755,Weighted Tricep Dips,Weighted,Upper Arms,,
1756,Barbell Single Leg Deadlift,Barbell,Hips,,
1757,Dumbbell Single Leg Deadlift,Dumbbell,Hips,"Erector Spinae, Gluteus Maximus",Hamstrings
1758,Assisted Sit-Up,Assisted,Waist,,
1759,Single Leg Squat (pistol) male,Body weight,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
1760,Dumbbell Goblet Squat,Dumbbell,Thighs,,
1761,Hanging Oblique Knee Raise,Body weight,Waist,,
1762,Single Leg Squat with Support (pistol),Body weight,Thighs,,
1763,Shoulder Grip Pull-up,Body weight,Back,,
1764,Hanging Leg Hip Raise,Body weight,Waist,,
1765,Dumbbell Upright Row (back POV),Dumbbell,Shoulders,,
1766,Self assisted Inverse Leg Curl,Body weight,Thighs,,
1767,Weighted Triceps Dip on High Parallel Bars,Weighted,Upper Arms,,
1768,Push-up Pose,,,,
1769,Bodyweight Side Lying Biceps Curl,Body weight,Upper Arms,,
1770,Biceps Leg Concentration Curl,Body weight,Upper Arms,,
1771,Bodyweight Kneeling Triceps Extension,Body weight,Upper Arms,,
1772,Elbow Lift - Reverse Push-Up,Body weight,Back,,
1773,One Arm Towel Row,Body weight,Back,,
1774,Side Bridge Hip Abduction,Body weight,Hips,,
1775,Side Plank Hip Adduction,Body weight,Hips,,
1776,Lying Single Straight Leg Hip Extension,Body weight,Thighs,,
1777,Above Head Chest Stretch,Body weight,Chest,,
1778,Assisted Standing Chest Stretch,Assisted,Chest,,
1779,Assisted Seated Chest Stretch,Assisted,Chest,,
1780,Bent Arm Chest Stretch,Body weight,Chest,,
1781,Conner Wall Chest Stretch,Body weight,Chest,,
1782,Reverse Chest Stretch,Body weight,Chest,,
1783,Standing Chest Stretch (with Training Wall Bars),Body weight,Chest,,
1784,Assisted Pulling Backs Chest Stretch,Assisted,Chest,,
1785,Kneeling Chest Stretch,Body weight,Chest,,
1786,Assisted Trunk Flex Chest Stretch,Assisted,Chest,,
1787,Straight Arms Backward Chest Stretch,Body weight,Chest,,
1788,Over Head Straight Arm Stretch,Body weight,Chest,,
1789,Assisted Straight Arms Lying Stretch,Assisted,Chest,,
1790,Assisted Pulling Arms in Prone Position Chest Stretch,Body weight,Chest,,
1791,Trap and Neck Stretch,Body weight,Back,,
1792,Wrap around shoulder stretch,Body weight,Back,,
1793,Cross over shoulder stretch,Body weight,Back,,
1794,Reach forward upper back stretch,Body weight,Back,,
1795,Reaching upper back stretch,Body weight,Back,,
1796,Standing reach up back rotation stretch,Body weight,Back,,
1797,Reach up back stretch,Body weight,Back,,
1798,Lying whole body stretch,Body weight,Back,,
1799,Two handed hang back stretch (with Training Wall Bars),Body weight,Back,,
1800,Cable Suspension Back Stretch,Cable,Back,,
1801,One arm Lat Stretch,Body weight,Back,,
1802,Side Lat Stretch,Body weight,Back,,
1803,Sitting Lower Trunk Extensor Stretch,Body weight,Back,,
1804,Seated Lower Trunk Extensor Lateral Flexor Stretch,Body weight,Back,,
1805,Sitting Bent Over Back Stretch,Body weight,Back,,
1806,Sitting Side Reach Stretch,Body weight,Back,,
1807,Sitting Crossed Legged Reach Forward Stretch,Body weight,Back,,
1808,Reclining Lower Trunk Extensor Stretch,Body weight,Hips,,
1809,Sitting Feet Together Reach Forward Stretch,Body weight,Back,,
1810,Lying Knee To Chest Stretch,Body weight,Hips,,
1811,Standing Knee To Chest Stretch,Body weight,Hips,,
1812,Kneeling Back Rotation Stretch,Body weight,Back,,
1813,Standing Back Rotation Stretch,Body weight,Back,,
1814,Elbow Flexor Stretch,Body weight,Upper Arms,,
1815,Forearm Pronator Stretch,Body weight,Forearms,,
1816,Extension Of Arms In Vertical Stretch,Body weight,Upper Arms,,
1817,Arms Stretch On A Support,Body weight,Upper Arms,,
1818,Supination Bar Suspension Stretch,Body weight,Upper Arms,,
1819,Suspension In Pulley Machine In Supination Stretch,Cable,Upper Arms,,
1820,Ez Bar Preacher Arms Stretch,EZ Barbell,Upper Arms,,
1821,Elbow Extension And Supination - Pronation Forearm Stretch,Body weight,Upper Arms,,
1822,Wrist Ulnar Deviator And Extensor Stretch,Body weight,Forearms,,
1823,Wrist Radial Deviator And Extensor Stretch,Body weight,Forearms,,
1824,Wrist Radial Deviator And Flexor Stretch,Body weight,Forearms,,
1825,Wrist Ulnar Deviator And Flexor Stretch,Body weight,Forearms,,
1826,Finger Flexor Stretch,Body weight,Forearms,,
1827,Finger Extensor Stretch,Body weight,Forearms,,
1828,Reaching Down Triceps Stretch,Body weight,Upper Arms,,
1829,Triceps Stretch Against Wall,Body weight,Upper Arms,,
1830,Elbow Extensor Anconeus Stretch,Body weight,Upper Arms,,
1831,Rotating Neck Stretch,Body weight,Neck,,
1832,Diagonal Flexion Neck Stretch,Body weight,Neck,,
1833,Neck Extension Stretch,Body weight,Neck,,
1834,Neck Protraction Stretch,Body weight,Neck,,
1835,Sitting Neck Flexion Stretch,Body weight,Neck,,
1836,Forward Flexion Neck Stretch,Body weight,Neck,,
1837,Neck Extensor Stretch,Body weight,Back,,
1838,Neck Extensor And Rotational Stretch,Body weight,Neck,,
1839,Neck Flexor Stretch,Body weight,Neck,,
1840,Neck Flexor And Rotational Stretch,Body weight,Neck,,
1841,Lying Neck Extensor Stretch,Body weight,Neck,,
1842,Lying Neck Extension Stretch,Body weight,Neck,,
1843,Assisted Rotating Neck Stretch,Body weight,Neck,,
1844,Extension And Inclination Neck Stretch,Body weight,Neck,,
1845,Decline Bent Leg Reverse Crunch,Body weight,Waist,,
1846,Band Warm-up Shoulder Stretch,Band,Chest,,
1847,Hip Circles Stretch,Body weight,Hips,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Gracilis, Pectineous, Tensor Fasciae Latae",
1848,Calves Stretch Static Position,Body weight,Calves,,
1849,Wrist Extensor Stretch,Body weight,Forearms,,
1850,Wrist Flexor Stretch,Body weight,Forearms,,
1851,Incline Push Press,Body weight,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1852,Leg Raise Hip Lift,Body weight,Waist,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Adductor Magnus, Obliques, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae"
1853,Hip Lift - Low Back Off Floor,Body weight,Waist,,
1854,Leg Raise Slightly Bent Knee,Body weight,Waist,,
1855,Leg Raise Hip Lift with Head up,Body weight,Waist,,
1856,Lever Lying Leg Raise Bent Knee,Leverage machine,Waist,,
1857,Lever Total Abdominal Crunch,Leverage machine,Waist,,
1858,Lever Decline Sit-up,Leverage machine,Waist,,
1859,Cable Kneeling Triceps Extension (VERSION 2),Cable,Upper Arms,,
1860,Hyperextension (VERSION 2),Body weight,Hips,Erector Spinae,"Gluteus Maximus, Hamstrings"
1861,Cable Curl with Multipurpose V bar,Cable,Forearms,,
1862,Lever Cable Shoulder Press,Leverage machine,Shoulders,,
1863,Lever Cable Rear Pulldown,Leverage machine,Back,,
1864,Extra Decline Sit-up,Body weight,Waist,,
1865,Hammer Grip Pull-up on Dip Cage,Body weight,Back,,
1866,Wide Grip Pull-Up on Dip Cage,Body weight,Back,,
1867,Lever Seated Hip Adduction (VERSION 2),Leverage machine,Hips,,
1868,Barbell Low Bar Squat with Rack,Barbell,Thighs,,
1869,Lever Seated Hip Abduction (VERSION 2),Leverage machine,Hips,,
1870,Lever Lateral Pulldown (plate loaded),Leverage machine,Back,,
1871,Lever Triceps Dip (plate loaded),Leverage machine,Upper Arms,,
1872,Lever Preacher Curl (plate loaded),Leverage machine,Upper Arms,,
1873,Lever Leg Extension (plate loaded),Leverage machine,Thighs,,
1874,Lever Alternate Leg Extension (plate loaded),Leverage machine,Thighs,,
1875,Lever Squat (plate loaded),Leverage machine,Thighs,,
1876,Lever Lateral Raise (plate loaded),Leverage machine,Shoulders,,
1877,Standing Hip Out Adductor Stretch,Body weight,Hips,,
1878,Standing Leg Cross Abductor Stretch,Body weight,Hips,,
1879,Standing Leg Resting Hip Stretch,Body weight,Hips,,
1880,Leaning Abductor Stretch,Body weight,Hips,,
1881,Standing Leg Under Abductor Stretch,Body weight,Hips,,
1882,Lying Abductor Stretch,Body weight,Hips,,
1883,Exercise Ball Lying Abductor Stretch,Stability ball,Hips,,
1884,Lying Leg Hang Abductor Stretch,Body weight,Hips,,
1885,Standing Toe Up Achilles Stretch,Body weight,Calves,,
1886,Single Heel Drop Achilles Stretch,Body weight,Calves,,
1887,Standing Heel Back Achilles Stretch,Body weight,Calves,,
1888,Standing Achilles Stretch,Body weight,Calves,,
1889,Sitting Toe Pull Achilles Stretch,Body weight,Calves,,
1890,Crouching Heel Back Achilles Stretch,Body weight,Calves,,
1891,Toe Squat Stretch,Body weight,Calves,,
1892,Kneeling Heel Down Achilles Stretch,Body weight,Calves,,
1893,Squatting Achilles Stretch,Body weight,Calves,,
1894,Standing Wide Knees Adductor Stretch,Body weight,Hips,,
1895,Standing Rotational Hip Stretch,Body weight,Hips,,
1896,Standing Raised Leg Hip Adductor Stretch,Body weight,Hips,,
1897,Standing Leg Up Adductor Stretch,Body weight,Hips,,
1898,Kneeling Leg Out Adductor Stretch,Body weight,Hips,,
1899,Side Lunge Adductor Stretch,Body weight,Hips,,
1900,Standing Bent Knee Hip Adductor Stretch,Body weight,Hips,,
1901,Kneeling Face Down Adductor Stretch,Body weight,Hips,,
1902,Sitting Wide Leg Adductor Stretch,Body weight,Hips,,
1903,Hip Abduction With Flexion In Front Stretch,Body weight,Hips,,
1904,Standing Wide Leg Adductor Stretch,Body weight,Hips,,
1905,Lying Leaning Against The Wall Stretch,Body weight,Hips,,
1906,Abduction Of One Leg Flexion Stretch,Body weight,Thighs,,
1907,Assisted Lying Adductors Stretch,Assisted,Hips,,
