ID,Name,Equipment,BodyPart,Target,Synergist,URL
0560,Kneeling Hip Flexor,Body weight,Thighs,"Gluteus Maximus, Quadriceps",
0561,Kneeling Wrist Flexor Stretch,Body weight,Forearms,Wrist Flexors,
0562,Landmine 180,Barbell,Waist,Obliques,Rectus Abdominis
0563,Lateral Bound,Body weight,Plyometrics,,
0564,Lateral Box Jump,Body weight,Plyometrics,,
0565,Lateral Speed Step,Body weight,Plyometrics,,
0566,Lateral Step-up,Body weight,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus"
0567,Lateral Twist box Jump,Body weight,Cardio,,
0568,Leg Bench Side Bridge,Body weight,Waist,Obliques,"Adductor Brevis, Adductor Longus, Gracilis, Iliopsoas, Pectineous, Serratus Anterior, Tensor Fasciae Latae"
0569,Leg Curl (on stability ball),Stability ball,Thighs,Hamstrings,"Gastrocnemius, Sartorius, Soleus"
0570,Leg Pull In Flat Bench,Body weight,Waist,Rectus Abdominis,"Iliopsoas, Tensor Fasciae Latae"
0571,Lever Alternating Narrow Grip Seated Row (plate loaded),Leverage machine,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0572,Lever Assisted Chin-Up,Leverage machine,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0573,Lever Back Extension,Leverage machine,Waist,Erector Spinae,
0574,Lever Bent over Row (plate loaded),Barbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0575,Lever Bicep Curl,Leverage machine,Upper Arms,Brachialis,Biceps Brachii
0576,Lever Chest Press (plate loaded),Leverage machine,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0577,Lever Chest Press,Leverage machine,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0578,Lever Deadlift (plate loaded),Leverage machine,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0579,Lever Front Pulldown,Leverage machine,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0580,Lever Gripless Shrug,Leverage machine,Back,Trapezius Upper Fibers ,Trapezius Middle Fibers
0581,Lever High Row (plate loaded),Leverage machine,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0582,Lever Kneeling Leg Curl (plate loaded),Leverage machine,Thighs,Hamstrings,"Gastrocnemius, Soleus"
0583,Lever Kneeling Twist,Leverage machine,Waist,Obliques,
0584,Lever Lateral Raise,Leverage machine,Shoulders,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior"
0585,Lever Leg Extension,Leverage machine,Thighs,Quadriceps,
0586,Lever Lying Leg Curl,Leverage machine,Thighs,Hamstrings,"Gastrocnemius, Soleus"
0587,Lever Military Press (plate loaded),Leverage machine,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
0588,Lever Narrow Grip Seated Row (plate loaded),Leverage machine,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0589,Lever One Arm Bent over Row (plate loaded),Barbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0590,Lever One Arm Shoulder Press (plate loaded),Leverage machine,Shoulders,Deltoid Anterior,"Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
0591,Lever Overhand Triceps Dip,Leverage machine,Upper Arms,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
0592,Lever Preacher Curl,Leverage machine,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis"
0593,Lever Reverse Hyperextension (plate loaded),Leverage machine,Hips,Gluteus Maximus,Hamstrings
0594,Lever Seated Calf Raise (plate loaded),Leverage machine,Calves,Soleus,Gastrocnemius
0595,Lever Seated Crunch (chest pad),Leverage machine,Waist,Rectus Abdominis,Obliques
0596,Lever Seated Fly,Leverage machine,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Pectoralis Major Clavicular Head, Serratus Anterior"
0597,Lever Seated Hip Abduction,Leverage machine,Hips,"Gluteus Maximus, Gluteus Medius",Tensor Fasciae Latae
0598,Lever Seated Hip Adduction,Leverage machine,Thighs,"Adductor Longus, Adductor Magnus","Adductor Brevis, Gracilis"
0599,Lever Seated Leg Curl,Leverage machine,Thighs,Hamstrings,"Gastrocnemius, Sartorius"
0600,Lever Seated Leg Raise Crunch (plate loaded),Leverage machine,Waist,Rectus Abdominis,Obliques
0601,Lever Seated Reverse Fly (parallel grip),Leverage machine,Shoulders,Deltoid Posterior ,"Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0602,Lever Seated Reverse Fly,Leverage machine,Shoulders,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0603,Lever Shoulder Press (plate loaded),Leverage machine,Shoulders,"Deltoid Anterior, Gluteus Maximus","Adductor Magnus, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus, Triceps Brachii"
0604,Lever Shrug (plate loaded),Leverage machine,Back,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers"
0605,Lever Standing Calf Raise,Leverage machine,Calves,Gastrocnemius,Soleus
0606,Lever T bar Row (plate loaded),Leverage machine,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0607,Lever Triceps Extension,Leverage machine,Upper Arms,Triceps Brachii,
0608,Lever Twist,Leverage machine,Waist,Obliques,Iliopsoas
0609,London Bridge,Rope,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0610,Low Jacks,Body weight,Cardio,,
0611,Lunge Push-up,Body weight,Thighs,"Gluteus Maximus, Pectoralis Major Sternal Head, Quadriceps","Adductor Magnus, Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0612,Lunge,Body weight,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0613,Lying (side) Quadriceps Stretch,Body weight,Thighs,Quadriceps,
0614,Lying Alternate Hip Extension,Body weight,Hips,Gluteus Maximus,Hamstrings
0615,Lying Crossover Stretch,Body weight,Hips,Obliques,
0616,Lying Hip Flexor Stretch,Body weight,Hips,Gluteus Maximus,
0617,Lying Hip Leg Raise (on floor),Body weight,Hips,Iliopsoas,"Adductor Brevis, Adductor Longus, Pectineous, Sartorius"
0618,Lying Hip Lift (on stability ball),Stability ball,Hips,Gluteus Maximus,Hamstrings
0619,Lying Hip Straight Leg Raise,Body weight,Hips,Iliopsoas,"Adductor Brevis, Adductor Longus, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae"
0620,Lying Leg Raise Flat Bench,Body weight,Waist,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Gluteus Maximus, Pectineous, Quadriceps, Sartorius"
0621,Lying Scissor Crunch,Body weight,Waist,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Tensor Fasciae Latae"
0622,Lying Scissor Kick,Body weight,Hips,Iliopsoas,"Adductor Brevis, Adductor Longus, Adductor Magnus, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae"
0623,Lying Simultaneous Alternating Leg Raise,Body weight,Hips,Iliopsoas,"Adductor Brevis, Adductor Longus, Pectineous, Sartorius, Tensor Fasciae Latae"
0624,March Sit (wall),Body weight,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0625,Medicine Ball Sit up (wall),Medicine Ball,Waist,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Deltoid Posterior, Obliques, Pectineous, Quadriceps, Sartorius, Teres Major"
0626,Middle Back Stretch,Body weight,Waist,Obliques,Iliopsoas
0627,Mixed Grip Chin-up,Body weight,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0628,Monster Walk,Body weight,Hips,"Gluteus Medius, Tensor Fasciae Latae",Soleus
0629,Mountain Climber Lunge,Body weight,Cardio,,
0630,Mountain Climber,Body weight,Cardio,,
0631,Muscle Up,Body weight,Back,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Obliques, Rectus Abdominis, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0632,Narrow Leg Bench Bridge,Body weight,Waist,Rectus Abdominis,"Deltoid Anterior, Obliques, Quadriceps, Serratus Anterior, Tensor Fasciae Latae"
0633,Neck Bridge Prone,Body weight,Neck,Sternocleidomastoid,Trapezius Upper Fibers
0634,Negative Crunch,Body weight,Waist,Rectus Abdominis,Obliques
0635,Oblique Crunches Floor,Body weight,Waist,Obliques,Rectus Abdominis
0636,Olympic Barbell Hammer Curl,Olympic barbell,Forearms,Brachioradialis,"Biceps Brachii, Brachialis"
0637,Olympic Barbell Triceps Extension,Olympic barbell,Upper Arms,Triceps Brachii,
0638,One Arm Chin-Up,Body weight,Back,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0639,One Arm Dip,Body weight,Upper Arms,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps"
0640,One Arm Slam (with medicine ball),Medicine Ball,Waist,"Obliques, Rectus Abdominis",
0641,Otis Up,Weighted,Waist,"Iliopsoas, Rectus Abdominis","Obliques, Pectineous, Sartorius"
0642,Outside Leg Kick Push-Up,Body weight,Hips,"Gluteus Maximus, Pectoralis Major Sternal Head","Deltoid Anterior, Obliques, Pectoralis Major Clavicular Head, Triceps Brachii"
0643,Overhead Triceps Stretch,Body weight,Upper Arms,Triceps Brachii,
0644,Place Jog,Body weight,Cardio,,
0645,Plyo Jacks,Body weight,Cardio,,
0646,Plyo Side Lunge Stretch,Body weight,Thighs,"Adductor Longus, Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0647,Plyo Sit Squat (wall),Body weight,Thighs,"Gastrocnemius, Quadriceps, Soleus",Adductor Magnus
0648,Power Clean,Barbell,Thighs,,
0649,Pretzel Stretch,Body weight,Waist,"Gluteus Medius, Obliques",
0650,Pull-In (on stability ball),Stability ball,Waist,"Iliopsoas, Rectus Abdominis","Obliques, Pectineous, Sartorius, Tensor Fasciae Latae"
0651,Pull up (neutral grip),Body weight,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Teres Major, Trapezius Lower Fibers"
0652,Pull-up,Body weight,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0653,Push-up (bosu ball),Bosu ball,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0654,Push-up (knee chest),Body weight,Cardio,,
0655,Push-up (on stability ball),Stability ball,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0656,Push-Up (on stability ball),Stability ball,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
0657,Push-up (one arm on stability ball),Stability ball,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0658,Push-up (wall) (version 2),Body weight,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0659,Push-up (wall),Body weight,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0660,Push-Up Close-grip off Dumbbell,Dumbbell,Shoulders,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
0661,Push-Up Inside Leg Kick,Body weight,Hips,"Gluteus Medius, Pectoralis Major Sternal Head, Tensor Fasciae Latae","Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0662,Push-up,Body weight,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0663,Push-Up Medicine Ball,Medicine Ball,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0664,Push-Up to Side Plank,Body weight,Chest,"Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Gluteus Maximus, Gluteus Medius, Iliopsoas, Pectineous, Rectus Abdominis, Tensor Fasciae Latae"
0665,Push-up,Body weight,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0666,Raise Single Arm Push-up,Body weight,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Latissimus Dorsi, Pectoralis Major Clavicular Head, Triceps Brachii"
0667,Raise Single Leg Push-up,Body weight,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Triceps Brachii"
0668,Rear Decline Bridge,Body weight,Waist,Gluteus Maximus,"Hamstrings, Quadriceps"
0669,Rear Deltoid Stretch,Body weight,Shoulders,Deltoid Posterior ,
0670,Rear Pull-up,Body weight,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
0671,Reverse Crunch,Body weight,Waist,Rectus Abdominis,Obliques
0672,Reverse Dip,Body weight,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
0673,Reverse grip machine lat pulldown,Leverage machine,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
0674,Reverse grip Pull-up,Body weight,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Levator Scapulae, Pectoralis Major Sternal Head, Teres Major"
0675,Reverse Hyper extension (on stability ball),Stability ball,Thighs,"Erector Spinae, Gluteus Maximus",Hamstrings
0676,Reverse Lunge (leg kick),Body weight,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Hamstrings"
0677,Ring Dips,Body weight,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
0678,Rocky Pull-Up Pulldown,Body weight,Back,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0679,Rolling Bridge,Body weight,Waist,"Obliques, Rectus Abdominis","Adductor Brevis, Adductor Longus, Deltoid Anterior, Gluteus Maximus, Iliopsoas, Pectineous, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Sartorius"
0680,Rope Climb,Rope,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0681,Rotate Push-up (on knees),Body weight,Waist,"Iliopsoas, Obliques, Pectoralis Major Sternal Head","Adductor Brevis, Adductor Longus, Deltoid Anterior, Gluteus Maximus, Gluteus Medius, Pectineous, Pectoralis Major Clavicular Head, Rectus Abdominis, Triceps Brachii"
0682,Rotate Push-up,Body weight,Waist,,
0683,Rotational Jacks,Body weight,Cardio,,
0684,Run (equipment),Body weight,Cardio,,
0685,Run,Body weight,Cardio,,
0686,Russian Twist (on stability ball arms straight),Stability ball,Waist,Obliques,Iliopsoas
0687,Russian Twist,Body weight,Waist,Obliques,Iliopsoas
0688,Scapular Pull-Up,Body weight,Back,"Trapezius Lower Fibers, Trapezius Middle Fibers",Latissimus Dorsi
0689,Seated Leg Raise,Body weight,Waist,Rectus Abdominis,"Iliopsoas, Obliques"
0690,Seated Lower Back Stretch,Body weight,Back,Latissimus Dorsi,
0691,Seated Side Crunch (Wall),Body weight,Waist,"Obliques, Quadriceps","Adductor Magnus, Soleus"
0692,Seated Single Leg Hamstring Stretch,Body weight,Thighs,Hamstrings,
0693,Seated Straight Leg Calf Stretch,Body weight,Calves,Gastrocnemius,"Hamstrings, Soleus"
0694,Seated Twist (on stability ball),Stability ball,Waist,Obliques,Iliopsoas
0695,Seated Twist (straight arm),Body weight,Waist,Obliques,Rectus Abdominis
0696,Self assisted Inverse Leg Curl (on floor),Body weight,Thighs,Hamstrings,"Brachialis, Brachioradialis, Deltoid Anterior, Gastrocnemius, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Sartorius, Soleus, Wrist Flexors"
0697,Self assisted Inverse Leg Curl,Body weight,Thighs,Hamstrings,"Deltoid Anterior, Gastrocnemius, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Sartorius, Soleus, Triceps Brachii"
0698,Shoulder Press (with band),Band,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
0699,Shoulder Tap Push-up,Body weight,Plyometrics,,
0700,Side Bend (on stability ball),Stability ball,Waist,Obliques,Iliopsoas
0701,Side Bridge (bent knee),Body weight,Thighs,"Obliques, Quadriceps, Tensor Fasciae Latae","Adductor Brevis, Adductor Longus, Gluteus Maximus, Gluteus Medius, Iliopsoas, Sartorius"
0702,Side Bridge (knee tuck),Body weight,Thighs,"Obliques, Quadriceps","Adductor Brevis, Adductor Longus, Gluteus Medius, Gracilis, Iliopsoas, Pectineous, Tensor Fasciae Latae"
0703,Side Bridge Hip Abduction (star),Body weight,Hips,"Obliques, Tensor Fasciae Latae",
0704,Side Bridge Hip Abduction,Body weight,Hips,"Gluteus Medius, Tensor Fasciae Latae","Iliopsoas, Obliques"
0705,Side Bridge (version 2),Body weight,Waist,Obliques,"Adductor Brevis, Adductor Longus, Deltoid Lateral, Gluteus Medius, Gracilis, Iliopsoas, Pectineous, Serratus Anterior, Tensor Fasciae Latae"
0706,Side Bridge,Body weight,Waist,Obliques,"Adductor Brevis, Adductor Longus, Gluteus Medius, Gracilis, Iliopsoas, Levator Scapulae, Pectineous, Serratus Anterior, Tensor Fasciae Latae"
0707,Side Crunch (version 2),Body weight,Waist,Obliques,Rectus Abdominis
0708,Side Crunch,Body weight,Waist,Obliques,Rectus Abdominis
0709,Side Hip (on parallel bars),Body weight,Waist,Obliques,
0710,Side Hip Abduction,Body weight,Hips,Gluteus Medius,
0711,Side Lunge Stretch,Body weight,Thighs,,
0712,Side Lying Feet Raise,Body weight,Thighs,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis",Pectineous
0713,Side Neck Stretch,Body weight,Neck,Sternocleidomastoid,"Levator Scapulae, Trapezius Upper Fibers"
0714,Side Plank (version 2),Body weight,Waist,Obliques,
0715,Side Plank,Body weight,Waist,Obliques,
0716,Side Push Neck Stretch,Body weight,Neck,Levator Scapulae,
0717,Side Push-up,Body weight,Upper Arms,Triceps Brachii,
0718,Side Sit-up,Body weight,Waist,Obliques,Rectus Abdominis
0719,Side Stretch Crunch,Body weight,Waist,"Obliques, Rectus Abdominis","Adductor Brevis, Adductor Longus, Deltoid Posterior, Gluteus Medius, Gracilis, Iliopsoas, Pectineous, Tensor Fasciae Latae, Teres Major"
0720,Side-To-Side Chin,Body weight,Back,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0721,Side Wrist Pull Stretch,Body weight,Forearms,Wrist Extensors,
0722,Sideway Leg Bridge,Body weight,Hips,"Gluteus Medius, Rectus Abdominis, Tensor Fasciae Latae","Deltoid Anterior, Obliques, Quadriceps, Serratus Anterior"
0723,Sideways Lifts Vertical (straight legs),Body weight,Waist,Rectus Abdominis,Obliques
0724,Sideways Lifts Vertical Turn (straight legs),Body weight,Waist,Obliques,Rectus Abdominis
0725,Single Arm Push-up,Body weight,Chest,"Pectoralis Major Sternal Head, Triceps Brachii","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Pectoralis Major Clavicular Head"
0726,Single Leg Bridge,Body weight,Hips,"Gluteus Maximus, Rectus Abdominis","Deltoid Anterior, Hamstrings, Obliques, Serratus Anterior, Tensor Fasciae Latae"
0727,Single Leg Calf Raise (on a dumbbell),Dumbbell,Calves,Gastrocnemius,Soleus
0728,Single Leg Extension (on stability ball),Stability ball,Thighs,Hamstrings,"Gastrocnemius, Sartorius"
0729,Single Leg Hip Bridge (straight leg),Body weight,Hips,Gluteus Maximus,Quadriceps
0730,Single Leg Platform Slide,Body weight,Thighs,Hamstrings,Gastrocnemius
0731,Single Leg Sit (wall),Body weight,Thighs,Quadriceps,"Gluteus Maximus, Soleus"
0732,Single Leg Squat (pistol),Body weight,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0733,Single Leg Step-up,Body weight,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus"
0734,Sit (wall),Body weight,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0735,Sit-Up (version 2),Body weight,Waist,"Iliopsoas, Rectus Abdominis","Obliques, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae"
0736,Sit-Up,Body weight,Waist,Rectus Abdominis,"Iliopsoas, Obliques"
0737,Skater,Body weight,Cardio,,
0738,Sled 45° Calf Press,Sled machine,Calves,Gastrocnemius,Soleus
0739,Sled 45° Leg Press,Sled machine,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0740,Sled 45° Leg Wide Press,Sled machine,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus, Tensor Fasciae Latae"
0741,Sled Closer Hack Squat,Sled machine,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0742,Sled Forward Angled Calf Raise,Sled machine,Calves,Gastrocnemius,Soleus
0743,Sled Hack Squat,Sled machine,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0744,Sled Lying Squat,Sled machine,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0745,Slopes Towards Stretch,Body weight,Back,Latissimus Dorsi,
0746,Smith Back Shrug,Smith machine,Back,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers"
0747,Smith Behind Neck Press,Smith machine,Shoulders,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
0748,Smith Bench Press,Smith machine,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
0749,Smith Bent Knee Good morning,Smith machine,Hips,"Erector Spinae, Gluteus Maximus",Hamstrings
0750,Smith Chair Squat,Smith machine,Thighs,"Quadriceps, Soleus","Adductor Magnus, Gluteus Maximus"
0751,Smith Close-Grip Bench Press,Smith machine,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
0752,Smith Deadlift,Smith machine,Hips,"Erector Spinae, Gluteus Maximus","Adductor Magnus, Hamstrings, Quadriceps, Soleus"
0753,Smith Decline Bench Press,Smith machine,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0754,Smith Decline Reverse-grip Press,Smith machine,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0755,Smith Hack Squat,Smith machine,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0756,Smith Hip Raise,Smith machine,Waist,Rectus Abdominis,Obliques
0757,Smith Incline Bench Press,Smith machine,Chest,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
0758,Smith Incline Reverse-grip Press,Smith machine,Chest,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
0759,Smith Incline Shoulder Raises,Smith machine,Chest,Serratus Anterior,"Deltoid Anterior, Pectoralis Major Clavicular Head"
0760,Smith Leg Press,Smith machine,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0761,Smith Narrow Row,Smith machine,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0762,Smith Rear Delt Row,Smith machine,Shoulders,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0763,Smith Reverse Calf Raises,Smith machine,Calves,"Gastrocnemius, Tibialis Anterior",Soleus
0764,Smith Reverse-grip Press,Smith machine,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
0765,Smith Seated Shoulder Press,Smith machine,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
0766,Smith Shoulder Press,Smith machine,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
0767,Smith Shrug,Smith machine,Back,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers"
0768,Smith Single Leg Split Squat,Smith machine,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0769,Smith Sprint Lunge,Smith machine,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0770,Smith Squat,Smith machine,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0771,Smith Standing Back Wrist Curl,Smith machine,Forearms,Wrist Flexors,
0772,Smith Standing Behind Head Military Press,Smith machine,Shoulders,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
0773,Smith Standing Leg Calf Raise,Smith machine,Calves,Gastrocnemius,Soleus
0774,Smith Standing Military Press,Smith machine,Shoulders,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
0775,Smith Upright Row,Smith machine,Shoulders,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0776,Snatch Pull,Barbell,Thighs,,
