ID,Name,Equipment,BodyPart,Target,Synergist,URL
1208,Cable twist (up down) version 2,Cable,Waist,Obliques,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Iliopsoas, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/1423-cable-twist-up-down-version-2.html
1209,Cable twisting overhead press,Cable,Shoulders,Deltoid Anterior,"Adductor Magnus, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Obliques, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/1424-cable-twisting-overhead-press.html
1210,Cable Twisting Standing high Row,Cable,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Obliques, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/1425-cable-twisting-standing-high-row.html
1211,Cable twisting standing one arm chest press,Cable,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Obliques, Pectoralis Major Clavicular Head, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/1426-cable-twisting-standing-one-arm-chest-press.html
1212,Cable Twisting Standing Row,Cable,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Deltoid Posterior, Pectoralis Major Sternal Head, Tensor Fasciae Latae, Triceps Brachii",https://www.gymvisual.com/illustrations/1427-cable-twisting-standing-row.html
1213,Cable vertical Pallof Press,Cable,Waist,Obliques,,https://www.gymvisual.com/illustrations/1428-cable-vertical-pallof-press.html
1214,Dumbbell Incline reverse-grip 30 degrees bench press,Dumbbell,Chest,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Sternal Head, Triceps Brachii",https://www.gymvisual.com/illustrations/1429-dumbbell-incline-reverse-grip-30-degrees-bench-press.html
1215,Dumbbell side lunge,Dumbbell,Hips,Gluteus Maximus,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gastrocnemius, Quadriceps, Soleus",https://www.gymvisual.com/illustrations/1430-dumbbell-side-lunge.html
1216,Lever seated one leg calf raise,Leverage machine,Calves,Soleus,Gastrocnemius,https://www.gymvisual.com/illustrations/1431-lever-seated-one-leg-calf-raise.html
1217,Body muscle. Side front view (male),,Full body,,,https://www.gymvisual.com/illustrations/1433-body-muscle-side-front-view-male.html
1218,Body muscle. Side back view (male),,Full body,,,https://www.gymvisual.com/illustrations/1432-body-muscle-side-back-view-male.html
1219,Body muscles (male) - with description,,Full body,,,https://www.gymvisual.com/illustrations/1434-body-muscles-male-with-description.html
1220,Lever Calf Raise (bench press machine),Leverage machine,Calves,Gastrocnemius,Soleus,https://www.gymvisual.com/illustrations/1435-lever-calf-raise-bench-press-machine.html
1221,Lever Shrug (bench press machine),Leverage machine,Back,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/1436-lever-shrug-bench-press-machine.html
1222,Assisted Close-grip Underhand Chin-up,Leverage machine,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers, Triceps Brachii",https://www.gymvisual.com/illustrations/1437-assisted-close-grip-underhand-chin-up.html
1223,Underhand-Grip Inverted Back Row,Body weight,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Triceps Brachii",https://www.gymvisual.com/illustrations/1438-underhand-grip-inverted-back-row.html
1224,Smith Standing Shoulder Press,Smith machine,Shoulders,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/1439-smith-standing-shoulder-press.html
1225,Standing Plate Presses,Weighted,Shoulders,Deltoid Anterior,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Triceps Brachii",https://www.gymvisual.com/illustrations/1440-standing-plate-presses.html
1226,EZ-Bar Standing Overhead Press,EZ Barbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/1441-ez-bar-standing-overhead-press.html
1227,Cable Standing One Arm Tricep Pushdown (Overhand Grip),Cable,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/1442-cable-standing-one-arm-tricep-pushdown-overhand-grip.html
1228,Dumbbell Standing Inner Biceps Curl,Dumbbell,Upper Arms,Biceps Brachii,Brachialis,https://www.gymvisual.com/illustrations/1443-dumbbell-standing-inner-biceps-curl.html
1229,Cable Standing Lat Pushdown (rope equipment),Cable,Back,Latissimus Dorsi,"Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii",https://www.gymvisual.com/illustrations/1444-cable-standing-lat-pushdown-rope-equipment.html
1230,Dumbbell Standing Alternate Vertical Front Raises,Dumbbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",https://www.gymvisual.com/illustrations/1445-dumbbell-standing-alternate-vertical-front-raises.html
1231,Dumbbell Seated One Arm Shoulder Press,Dumbbell,Shoulders,Deltoid Anterior,"Biceps Brachii, Brachialis, Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/1446-dumbbell-seated-one-arm-shoulder-press.html
1232,Lever Seated Squat,Leverage machine,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/1447-lever-seated-squat.html
1233,Dumbbell Incline Alternate Hammer Curl,Dumbbell,Upper Arms,Brachioradialis,"Biceps Brachii, Brachialis",https://www.gymvisual.com/illustrations/1448-dumbbell-incline-alternate-hammer-curl.html
1234,Plate Hyperextension,Weighted,Hips,Erector Spinae,"Gluteus Maximus, Hamstrings",https://www.gymvisual.com/illustrations/1449-plate-hyperextension.html
1235,Lever One Arm Seated Row (Seated row machine),Leverage machine,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/1450-lever-one-arm-seated-row-seated-row-machine.html
1236,Dumbbell One Arm Row (rack support),Dumbbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/1451-dumbbell-one-arm-row-rack-support.html
1237,Lever Row (plate loaded),Leverage machine,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/1452-lever-row-plate-loaded.html
1238,Cable Seated Row (Bent bar),Cable,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/1453-cable-seated-row-bent-bar.html
1239,By BODY PARTS Muscle body male (slightly rotate),,Full body,,,https://www.gymvisual.com/illustrations/1456-by-body-parts-muscle-body-male-slightly-rotate.html
1240,By BODY PARTS Muscle body female (slightly rotate),,Full body,,,https://www.gymvisual.com/illustrations/1457-by-body-parts-muscle-body-female-slightly-rotate.html
1241,Bird Dog (male),Body weight,Back,"Erector Spinae, Gluteus Maximus","Deltoid Anterior, Hamstrings",https://www.gymvisual.com/illustrations/1458-bird-dog-male.html
1242,Crunch (on bosu ball),Bosu ball,Waist,Rectus Abdominis,Obliques,https://www.gymvisual.com/illustrations/1459-crunch-on-bosu-ball.html
1243,Dead Bug (version 2),Body weight,Waist,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Quadriceps",https://www.gymvisual.com/illustrations/1460-dead-bug-version-2.html
1244,Flutter Kicks (version 3),Body weight,Hips,Iliopsoas,"Adductor Brevis, Adductor Longus, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/1461-flutter-kicks-version-3.html
1245,Lying Leg Raise and Hold,Body weight,Hips,Iliopsoas,"Quadriceps, Rectus Abdominis",https://www.gymvisual.com/illustrations/1462-lying-leg-raise-and-hold.html
1246,Hollow Hold,Body weight,Waist,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius",https://www.gymvisual.com/illustrations/1463-hollow-hold.html
1247,Russian Twist (with medicine ball),Medicine Ball,Waist,Obliques,Rectus Abdominis,https://www.gymvisual.com/illustrations/1464-russian-twist-with-medicine-ball.html
1248,Half Wipers (bent leg),Body weight,Waist,Obliques,,https://www.gymvisual.com/illustrations/1465-half-wipers-bent-leg.html
1249,Wipers (straight leg),Body weight,Waist,Obliques,,https://www.gymvisual.com/illustrations/1466-wipers-straight-leg.html
1251,By MAJOR MUSCLE GROUPS Muscle body male (slightly rotate),,Full body,,,https://www.gymvisual.com/illustrations/1468-by-major-muscle-groups-muscle-body-male-slightly-rotate.html
1252,By MAJOR MUSCLE GROUPS Muscle body female (slightly rotate),,Full body,,,https://www.gymvisual.com/illustrations/1469-by-major-muscle-groups-muscle-body-female-slightly-rotate.html
1253,Lever Donkey Calf Raise,Leverage machine,Calves,Gastrocnemius,Soleus,https://www.gymvisual.com/illustrations/2695-lever-donkey-calf-raise.html
1254,Band Bench Press,Band,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/2699-band-bench-press.html
1255,Barbell Decline Pullover,Barbell,Chest,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Teres Major",https://www.gymvisual.com/illustrations/2700-barbell-decline-pullover.html
1256,Barbell Reverse Grip Decline Bench Press,Barbell,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/2701-barbell-reverse-grip-decline-bench-press.html
1257,Barbell Reverse Grip Incline Bench Press,Barbell,Chest,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/2702-barbell-reverse-grip-incline-bench-press.html
1258,Barbell Wide Reverse Grip Bench Press,Barbell,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/2703-barbell-wide-reverse-grip-bench-press.html
1259,Behind Head Chest Stretch,Assisted,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",,https://www.gymvisual.com/illustrations/2704-behind-head-chest-stretch.html
1260,Cable Decline One Arm Press,Cable,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/2705-cable-decline-one-arm-press.html
1261,Cable Decline Press,Cable,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/2706-cable-decline-press.html
1262,Cable One Arm Decline Chest Fly,Cable,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://www.gymvisual.com/illustrations/2707-cable-one-arm-decline-chest-fly.html
1263,Cable One Arm Fly on Exercise Ball,Cable,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://www.gymvisual.com/illustrations/2708-cable-one-arm-fly-on-exercise-ball.html
1264,Cable One Arm Incline Fly on Exercise Ball,Cable,Chest,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",https://www.gymvisual.com/illustrations/2709-cable-one-arm-incline-fly-on-exercise-ball.html
1265,Cable One Arm Incline Press,Cable,Chest,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/2710-cable-one-arm-incline-press.html
1266,Cable One Arm Incline Press on Exercise Ball,Cable,Chest,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/2711-cable-one-arm-incline-press-on-exercise-ball.html
1267,Cable One Arm Press on Exercise Ball,Cable,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/2712-cable-one-arm-press-on-exercise-ball.html
1268,Cable Press on Exercise Ball,Cable,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/2713-cable-press-on-exercise-ball.html
1269,Cable Standing Up Straight Crossovers,Cable,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://www.gymvisual.com/illustrations/2714-cable-standing-up-straight-crossovers.html
1270,Cable Upper Chest Crossovers,Cable,Chest,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",https://www.gymvisual.com/illustrations/2715-cable-upper-chest-crossovers.html
1271,Chest and Front of Shoulder Stretch,Body weight,Chest,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",,https://www.gymvisual.com/illustrations/2716-chest-and-front-of-shoulder-stretch.html
1272,Chest Stretch with Exercise Ball,Stability ball,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/2717-chest-stretch-with-exercise-ball.html
1273,Clap Push Up,Body weight,Plyometrics,,,https://www.gymvisual.com/illustrations/2718-clap-push-up.html
1274,Deep Push Up,Dumbbell,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/2719-deep-push-up.html
1275,Drop Push Up,Body weight,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Brachialis, Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/2720-drop-push-up.html
1276,Dumbbell Decline One Arm Fly,Dumbbell,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://www.gymvisual.com/illustrations/2721-dumbbell-decline-one-arm-fly.html
1277,Dumbbell Fly on Exercise Ball,Dumbbell,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://www.gymvisual.com/illustrations/2722-dumbbell-fly-on-exercise-ball.html
1278,Dumbbell Incline Fly on Exercise Ball,Dumbbell,Chest,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",https://www.gymvisual.com/illustrations/2723-dumbbell-incline-fly-on-exercise-ball.html
1279,Dumbbell Incline One Arm Fly,Dumbbell,Chest,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",https://www.gymvisual.com/illustrations/2724-dumbbell-incline-one-arm-fly.html
1280,Dumbbell Incline One Arm Fly on Exercise Ball,Dumbbell,Chest,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",https://www.gymvisual.com/illustrations/2725-dumbbell-incline-one-arm-fly-on-exercise-ball.html
1281,Dumbbell Incline One Arm Press,Dumbbell,Chest,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/2726-dumbbell-incline-one-arm-press.html
1282,Dumbbell Incline One Arm Press on Exercise Ball,Dumbbell,Chest,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/2727-dumbbell-incline-one-arm-press-on-exercise-ball.html
1283,Dumbbell Incline Press on Exercise Ball,Dumbbell,Chest,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/2728-dumbbell-incline-press-on-exercise-ball.html
1284,Dumbbell Lying Pullover on Exercise Ball,Dumbbell,Chest,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Teres Major, Triceps Brachii",https://www.gymvisual.com/illustrations/2729-dumbbell-lying-pullover-on-exercise-ball.html
1285,Dumbbell One Arm Bench Fly,Dumbbell,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://www.gymvisual.com/illustrations/2730-dumbbell-one-arm-bench-fly.html
1286,Dumbbell One Arm Chest Fly on Exercise Ball,Dumbbell,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://www.gymvisual.com/illustrations/2731-dumbbell-one-arm-chest-fly-on-exercise-ball.html
1287,Dumbbell One Arm Decline Chest Press,Dumbbell,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/2732-dumbbell-one-arm-decline-chest-press.html
1288,Dumbbell One Arm Fly on Exercise Ball,Dumbbell,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://www.gymvisual.com/illustrations/2733-dumbbell-one-arm-fly-on-exercise-ball.html
